"Date","AAPL.Close","AAPL.Close.1","MSFT.Close","MSFT.Close.1"
2012-01-04,14.765714,0.00535969367235145,27.4,0.0232611558617632
2012-01-05,14.929643,0.0110408280486718,27.68,0.0101671173554441
2012-01-06,15.085714,0.0103995035996491,28.110001,0.0154152897434998
2012-01-09,15.061786,-0.00158739563974031,27.74,-0.0132500056062832
2012-01-10,15.115714,0.00357405732123839,27.84,0.00359842057953363
2012-01-11,15.091071,-0.00163162054267119,27.719999,-0.00431969721955294
2012-01-12,15.049643,-0.00274897443297428,28,0.0100503719285379
2012-01-13,14.993214,-0.00375657124485063,28.25,0.00888894741724622
2012-01-17,15.167857,0.0115808189871527,28.26,0.000353919663931279
2012-01-18,15.325357,0.0103302590945042,28.23,-0.0010621349909834
2012-01-19,15.276786,-0.00317435552050105,28.120001,-0.00390413976105686
2012-01-20,15.010714,-0.017570208497768,29.709999,0.055002553311474
2012-01-23,15.264643,0.0167750262788977,29.73,0.000672981194191458
2012-01-24,15.014643,-0.016513314151883,29.34,-0.013204864295171
2012-01-25,15.952143,0.0605672526436236,29.559999,0.00747028953566575
2012-01-26,15.879643,-0.00455520311450863,29.5,-0.00203179890472693
2012-01-27,15.974286,0.00594232997110034,29.23,-0.00919468422261982
2012-01-30,16.178928,0.0127293503709844,29.610001,0.0129165967627189
2012-01-31,16.302856,0.00763065238827787,29.530001,-0.0027054462661753
2012-02-01,16.2925,-0.000635427963937563,29.889999,0.0121172132201424
2012-02-02,16.254286,-0.00234825137942885,29.950001,0.00200541511059882
2012-02-03,16.417143,0.00996946591251113,30.24,0.00963619336089305
2012-02-06,16.570356,0.00928922206094196,30.200001,-0.00132359381792613
2012-02-07,16.743929,0.0104204289913934,30.35,0.00495456001210126
2012-02-08,17.024286,0.0166051680203325,30.66,0.0101623559381605
2012-02-09,17.613214,0.0340085029625889,30.77,0.00358131589028243
2012-02-10,17.622143,0.000506820475304703,30.5,-0.00881350572058448
2012-02-13,17.950001,0.0184339343765503,30.58,0.00261951688755024
2012-02-14,18.195,0.0135566604195305,30.25,-0.0108500160240657
2012-02-15,17.77393,-0.0234140540924916,30.049999,-0.00663355677350452
2012-02-16,17.936071,0.00908104786951691,31.290001,0.0404359619365366
2012-02-17,17.932858,-0.000179152269006444,31.25,-0.00127921345747195
2012-02-21,18.387501,0.0250364677401849,31.440001,0.00606162318521042
2012-02-22,18.322857,-0.00352184344358619,31.27,-0.00542182789787127
2012-02-23,18.442499,0.00650843268499468,31.370001,0.00319288261042638
2012-02-24,18.657499,0.01159042687192,31.48,0.00350036946902632
2012-02-27,18.777143,0.0063921758560781,31.35,-0.00413815647027294
2012-02-28,19.121786,0.0181879810209167,31.870001,0.0164508927277858
2012-02-29,19.372856,0.0130445977491891,31.74,-0.00408744470845246
2012-03-01,19.445356,0.00373536443662248,32.290001,0.0171799006412607
2012-03-02,19.470715,0.0013032663852095,32.080002,-0.00652477039707211
2012-03-05,19.04143,-0.0222944102886777,31.799999,-0.00876658700286193
2012-03-06,18.937857,-0.00545419700794403,31.559999,-0.0075757940475949
2012-03-07,18.953215,0.0008106395533507,31.84,0.0088328966841873
2012-03-08,19.356787,0.0210695332012212,32.009998,0.00532493052511285
2012-03-09,19.470358,0.00585009914589874,31.99,-0.000624937539868142
2012-03-12,19.714287,0.0124503948417605,32.040001,0.00156179944971724
2012-03-13,20.289286,0.0287493621506245,32.669998,0.01947201098359
2012-03-14,21.056429,0.0371129657055715,32.77,0.00305629831598919
2012-03-15,20.912857,-0.00684179187853706,32.849998,0.0024382213370937
2012-03-16,20.913214,1.70706925834985e-05,32.599998,-0.00763945702485014
2012-03-19,21.467857,0.0261755852259227,32.200001,-0.012345743416704
2012-03-20,21.64143,0.0080527399104291,31.99,-0.00654312964483594
2012-03-21,21.517857,-0.00572638457527264,31.91,-0.00250391367127456
2012-03-22,21.405001,-0.00525856223563714,32,0.00281646250957435
2012-03-23,21.2875,-0.00550454032615821,32.009998,0.000312388701568356
2012-03-26,21.677856,0.0181712327034749,32.59,0.0179572013481755
2012-03-27,21.945715,0.0122806253707859,32.52,-0.00215020816986033
2012-03-28,22.057858,0.00509700622649678,32.189999,-0.0101994704344421
2012-03-29,21.780714,-0.012644010952934,32.119999,-0.00217695629985792
2012-03-30,21.4125,-0.0170500356863919,32.259998,0.00434915275547088
2012-04-02,22.093929,0.0313280012525432,32.290001,0.000929605038742842
2012-04-03,22.475714,0.0171324835821034,31.940001,-0.0108984416439539
2012-04-04,22.296785,-0.0079928508159508,31.209999,-0.0231206498538947
2012-04-05,22.63143,0.0148971504352273,31.52,0.00988374074800324
2012-04-09,22.7225,0.00401597490662686,31.1,-0.0134144458044898
2012-04-10,22.444286,-0.0123195623766614,30.469999,-0.0204652590067376
2012-04-11,22.364286,-0.00357074914155442,30.35,-0.00394604267294341
2012-04-12,22.241785,-0.00549258453954904,30.98,0.0205453174832151
2012-04-13,21.615356,-0.0285687389251073,30.809999,-0.00550255483714102
2012-04-16,20.718929,-0.0423562611617552,31.08,0.00872524534786523
2012-04-17,21.775,0.0497147958724051,31.440001,0.0115164738681743
2012-04-18,21.726429,-0.00223307699541575,31.139999,-0.00958786507480713
2012-04-19,20.98,-0.0349598427749993,31.01,-0.00418340118045624
2012-04-20,20.463572,-0.024923273127551,32.419998,0.0444657215048556
2012-04-23,20.417856,-0.00223651771929267,32.119999,-0.00929659667190341
2012-04-24,20.01,-0.0201776635256654,31.92,-0.00624608536370186
2012-04-25,21.785713,0.0850222393801157,32.200001,0.00873371102465459
2012-04-26,21.703571,-0.00377757875623752,32.110001,-0.00279894436189476
2012-04-27,21.535713,-0.00776418236903309,31.98,-0.00405683183855965
2012-04-30,20.856428,-0.0320504287574326,32.02,0.00125000016276022
2012-05-01,20.790358,-0.00317287655417253,32.009998,-0.000312416067273613
2012-05-02,20.927856,0.00659177297828872,31.799999,-0.00658203316170525
